customer_id,signup_date,acquisition_channel,country
cust_000144,2026-04-10,organic,DE
cust_000145,2026-02-06,organic,US
cust_000146,2026-01-01,paid_search,DE
cust_000147,2026-05-14,affiliate,US
cust_000148,2026-05-11,organic,PT
cust_000149,2026-05-09,referral,US
cust_000150,2026-05-09,social,US
cust_000151,2026-02-28,paid_search,US
cust_000152,2026-03-05,paid_search,BR
cust_000153,2026-01-25,organic,US
cust_000154,2026-03-15,affiliate,ES
cust_000155,2026-04-30,paid_search,PT
cust_000156,2026-06-11,organic,BR
cust_000157,2026-03-25,affiliate,US
cust_000158,2026-03-04,paid_search,PT
cust_000159,2026-02-11,paid_search,DE
cust_000160,2026-06-04,affiliate,US
cust_000161,2026-02-25,paid_search,US
cust_000162,2026-03-07,organic,ES
cust_000163,2026-02-15,affiliate,BR
cust_000164,2026-02-08,organic,BR
cust_000165,2026-04-03,affiliate,DE
cust_000166,2026-03-30,paid_search,US
cust_000167,2026-02-07,affiliate,BR
cust_000168,2026-03-19,organic,US
cust_000169,2026-01-02,social,DE
cust_000170,2026-06-21,organic,PT
cust_000171,2026-02-04,social,US
cust_000172,2026-04-01,organic,BR
cust_000173,2026-06-14,organic,BR
cust_000174,2026-04-01,affiliate,ES
cust_000175,2026-04-26,organic,DE
cust_000176,2026-03-27,affiliate,US
cust_000177,2026-04-09,paid_search,ES
cust_000178,2026-03-28,social,US
cust_000179,2026-04-03,paid_search,DE
cust_000180,2026-06-13,affiliate,DE
cust_000181,2026-04-12,paid_search,BR
cust_000182,2026-03-27,organic,BR
cust_000183,2026-02-22,organic,DE
cust_000184,2026-01-16,organic,BR
cust_000185,2026-05-15,organic,BR
cust_000186,2026-03-22,paid_search,PT
cust_000187,2026-03-22,organic,DE
cust_000188,2026-03-17,social,US
cust_000189,2026-05-16,organic,DE
cust_000190,2026-04-22,paid_search,BR
cust_000191,2026-03-10,organic,BR
cust_000192,2026-06-23,referral,PT
cust_000193,2026-05-26,affiliate,DE
cust_000194,2026-06-24,organic,BR
cust_000195,2026-03-26,paid_search,BR
cust_000196,2026-05-10,affiliate,PT
cust_000197,2026-02-02,social,ES
cust_000198,2026-05-01,paid_search,ES
cust_000199,2026-04-25,paid_search,BR
cust_000200,2026-05-05,paid_search,DE
cust_000201,2026-02-05,organic,BR
cust_000202,2026-02-11,paid_search,BR
cust_000203,2026-06-20,paid_search,DE
cust_000204,2026-06-11,paid_search,DE
cust_000205,2026-04-02,organic,PT
cust_000206,2026-03-09,organic,BR
cust_000207,2026-05-07,organic,BR
cust_000208,2026-02-18,organic,BR
cust_000209,2026-01-30,organic,PT
cust_000210,2026-01-23,paid_search,BR
cust_000211,2026-05-16,organic,BR
cust_000212,2026-04-28,affiliate,US
cust_000213,2026-01-23,affiliate,BR
cust_000214,2026-03-02,organic,BR
cust_000215,2026-03-02,paid_search,ES
cust_000216,2026-03-14,paid_search,US
cust_000217,2026-01-15,paid_search,DE
cust_000218,2026-02-17,organic,DE
cust_000219,2026-06-15,affiliate,DE
cust_000220,2026-06-04,referral,DE
cust_000221,2026-03-09,paid_search,US
cust_000222,2026-01-14,paid_search,BR
cust_000223,2026-06-14,paid_search,PT
cust_000224,2026-03-26,referral,US
cust_000225,2026-06-10,paid_search,BR
cust_000226,2026-02-04,affiliate,ES
cust_000227,2026-02-22,affiliate,ES
cust_000228,2026-05-31,paid_search,PT
cust_000229,2026-05-22,paid_search,BR
cust_000230,2026-02-17,social,BR
cust_000231,2026-06-21,paid_search,DE
cust_000232,2026-04-21,affiliate,BR
cust_000233,2026-01-06,paid_search,BR
cust_000234,2026-04-05,organic,DE
cust_000235,2026-03-08,organic,US
cust_000236,2026-06-20,organic,BR
cust_000237,2026-02-07,organic,US
cust_000238,2026-04-05,paid_search,BR
cust_000239,2026-04-03,affiliate,PT
cust_000240,2026-06-03,organic,BR
cust_000241,2026-03-20,affiliate,BR
cust_000242,2026-04-23,paid_search,US
cust_000243,2026-03-08,paid_search,US
cust_000244,2026-03-06,paid_search,PT
cust_000245,2026-03-01,organic,BR
cust_000246,2026-02-07,organic,US
cust_000247,2026-05-29,affiliate,BR
cust_000248,2026-05-24,paid_search,US
cust_000249,2026-05-28,paid_search,BR
cust_000250,2026-01-20,social,BR
cust_000251,2026-03-12,organic,BR
cust_000252,2026-04-14,organic,BR
cust_000253,2026-01-11,paid_search,US
cust_000254,2026-01-25,affiliate,DE
cust_000255,2026-01-20,social,US
cust_000256,2026-04-02,paid_search,BR
cust_000257,2026-01-10,organic,DE
cust_000258,2026-01-23,social,PT
cust_000259,2026-01-15,paid_search,US
cust_000260,2026-01-30,organic,US
cust_000261,2026-02-28,organic,BR
cust_000262,2026-04-19,affiliate,US
cust_000263,2026-06-03,affiliate,DE
cust_000264,2026-03-15,paid_search,PT
cust_000265,2026-06-17,paid_search,PT
cust_000266,2026-04-21,affiliate,US
cust_000267,2026-05-24,organic,DE
cust_000268,2026-05-02,organic,US
cust_000269,2026-01-31,organic,US
cust_000270,2026-01-31,organic,PT
cust_000271,2026-04-26,paid_search,BR
cust_000272,2026-02-25,affiliate,US
cust_000273,2026-03-30,organic,BR
cust_000274,2026-02-21,affiliate,US
cust_000275,2026-05-09,social,BR
cust_000276,2026-01-23,paid_search,US
cust_000277,2026-06-26,organic,BR
cust_000278,2026-01-12,organic,BR
cust_000279,2026-05-26,social,ES
cust_000280,2026-03-27,organic,US
cust_000281,2026-05-16,paid_search,BR
cust_000282,2026-04-15,paid_search,BR
cust_000283,2026-01-08,social,US
cust_000284,2026-04-28,organic,BR
cust_000285,2026-05-11,social,US
cust_000286,2026-01-05,referral,US
cust_000287,2026-02-22,paid_search,DE
cust_000288,2026-02-04,paid_search,US
cust_000289,2026-06-27,organic,ES
cust_000290,2026-03-26,affiliate,PT
cust_000291,2026-01-18,paid_search,PT
cust_000292,2026-03-04,affiliate,DE
cust_000293,2026-03-06,paid_search,PT
cust_000294,2026-05-09,referral,DE
cust_000295,2026-04-17,organic,BR
cust_000296,2026-02-19,organic,ES
cust_000297,2026-03-20,social,DE
cust_000298,2026-01-01,affiliate,PT
cust_000299,2026-03-22,organic,PT
cust_000300,2026-05-01,affiliate,US
cust_000301,2026-05-28,organic,BR
cust_000302,2026-01-26,referral,PT
cust_000303,2026-05-16,paid_search,BR
cust_000304,2026-05-03,affiliate,BR
cust_000305,2026-01-31,organic,BR
cust_000306,2026-03-21,organic,ES
cust_000307,2026-06-27,organic,ES
cust_000308,2026-05-06,social,PT
cust_000309,2026-05-20,organic,US
cust_000310,2026-03-22,social,ES
cust_000311,2026-02-17,paid_search,BR
cust_000312,2026-02-07,referral,PT
cust_000313,2026-06-20,organic,BR
cust_000314,2026-05-31,affiliate,PT
cust_000315,2026-06-02,paid_search,DE
cust_000316,2026-02-24,affiliate,DE
cust_000317,2026-04-23,referral,PT
cust_000318,2026-01-29,paid_search,PT
cust_000319,2026-03-06,paid_search,PT
cust_000320,2026-03-30,referral,DE
cust_000321,2026-05-16,organic,BR
cust_000322,2026-06-16,affiliate,BR
cust_000323,2026-05-25,paid_search,ES
cust_000324,2026-03-16,paid_search,US
cust_000325,2026-06-09,affiliate,BR
cust_000326,2026-01-08,organic,ES
cust_000327,2026-03-06,social,DE
cust_000328,2026-03-27,organic,ES
cust_000329,2026-01-03,affiliate,PT
cust_000330,2026-05-08,referral,BR
cust_000331,2026-06-01,referral,BR
cust_000332,2026-05-15,paid_search,BR
cust_000333,2026-03-05,social,DE
cust_000334,2026-03-15,referral,US
cust_000335,2026-06-22,affiliate,DE
cust_000336,2026-01-07,affiliate,BR
cust_000337,2026-05-13,referral,ES
cust_000338,2026-05-26,organic,ES
cust_000339,2026-05-28,affiliate,DE
cust_000340,2026-03-28,organic,BR
cust_000341,2026-01-06,organic,DE
cust_000342,2026-02-26,paid_search,PT
cust_000343,2026-02-17,paid_search,US
cust_000344,2026-06-03,organic,BR
cust_000345,2026-04-29,social,US
cust_000346,2026-02-16,paid_search,US
cust_000347,2026-02-15,paid_search,BR
cust_000348,2026-02-19,affiliate,DE
cust_000349,2026-04-01,social,US
cust_000350,2026-01-31,organic,ES
cust_000351,2026-04-25,organic,ES
cust_000352,2026-05-15,organic,DE
cust_000353,2026-02-08,referral,DE
cust_000354,2026-01-21,organic,US
cust_000355,2026-04-22,organic,US
cust_000356,2026-01-05,referral,US
cust_000357,2026-02-23,organic,DE
cust_000358,2026-06-01,affiliate,BR
cust_000359,2026-04-28,affiliate,DE
cust_000360,2026-06-25,organic,DE
cust_000361,2026-04-28,social,BR
cust_000362,2026-02-06,affiliate,US
cust_000363,2026-05-20,affiliate,US
cust_000364,2026-01-27,affiliate,ES
cust_000365,2026-05-06,organic,DE
cust_000366,2026-01-07,paid_search,US
cust_000367,2026-01-18,social,BR
cust_000368,2026-03-22,organic,BR
cust_000369,2026-04-15,social,BR
cust_000370,2026-04-08,social,DE
cust_000371,2026-02-19,social,ES
cust_000372,2026-06-06,organic,DE
cust_000373,2026-06-06,organic,ES
cust_000374,2026-01-28,affiliate,BR
cust_000375,2026-05-12,affiliate,ES
cust_000376,2026-06-14,social,BR
cust_000377,2026-06-03,paid_search,BR
cust_000378,2026-01-24,paid_search,US
cust_000379,2026-05-11,organic,BR
cust_000380,2026-05-04,referral,BR
cust_000381,2026-02-15,paid_search,US
cust_000382,2026-04-20,organic,US
cust_000383,2026-05-06,organic,DE
cust_000384,2026-06-26,affiliate,US
cust_000385,2026-01-23,organic,ES
cust_000386,2026-03-01,referral,BR
cust_000387,2026-02-15,social,BR
cust_000388,2026-03-30,paid_search,ES
cust_000389,2026-05-16,referral,PT
cust_000390,2026-05-25,affiliate,DE
cust_000391,2026-05-08,organic,PT
cust_000392,2026-03-21,referral,BR
cust_000393,2026-05-15,paid_search,PT
cust_000394,2026-02-15,social,BR
cust_000395,2026-05-14,paid_search,ES
cust_000396,2026-05-06,paid_search,BR
cust_000397,2026-02-06,referral,ES
cust_000398,2026-06-10,paid_search,US
cust_000399,2026-05-05,affiliate,ES
cust_000400,2026-01-10,affiliate,BR
cust_000401,2026-01-25,affiliate,BR
cust_000402,2026-06-11,affiliate,BR
cust_000403,2026-02-11,social,BR
cust_000404,2026-05-31,organic,ES
cust_000405,2026-01-01,organic,ES
cust_000406,2026-01-26,paid_search,DE
cust_000407,2026-01-22,affiliate,BR
cust_000408,2026-01-03,paid_search,DE
cust_000409,2026-04-25,organic,BR
cust_000410,2026-01-11,organic,PT
cust_000411,2026-01-23,affiliate,PT
cust_000412,2026-06-01,paid_search,US
cust_000413,2026-03-29,paid_search,ES
cust_000414,2026-01-09,affiliate,ES
cust_000415,2026-05-08,paid_search,PT
cust_000416,2026-01-07,organic,PT
cust_000417,2026-03-19,paid_search,BR
cust_000418,2026-05-19,social,BR
cust_000419,2026-01-16,organic,BR
cust_000420,2026-01-25,organic,US
cust_000421,2026-04-17,affiliate,BR
cust_000422,2026-04-27,paid_search,PT
cust_000423,2026-04-28,paid_search,DE
cust_000424,2026-01-23,social,US
cust_000425,2026-05-30,paid_search,DE
cust_000426,2026-03-25,paid_search,BR
cust_000427,2026-03-07,social,BR
cust_000428,2026-05-22,organic,PT
cust_000429,2026-05-10,organic,ES
cust_000430,2026-05-14,referral,BR
cust_000431,2026-06-11,organic,PT
cust_000432,2026-05-25,affiliate,DE
cust_000433,2026-04-19,organic,ES
cust_000434,2026-04-20,organic,BR
cust_000435,2026-03-10,social,ES
cust_000436,2026-03-24,social,US
cust_000437,2026-02-25,affiliate,BR
cust_000438,2026-04-23,paid_search,BR
cust_000439,2026-04-04,organic,BR
cust_000440,2026-06-14,paid_search,BR
cust_000441,2026-02-24,paid_search,DE
cust_000442,2026-06-14,paid_search,DE
cust_000443,2026-05-01,affiliate,US
cust_000444,2026-01-06,affiliate,US
cust_000445,2026-05-15,organic,BR
cust_000446,2026-05-17,affiliate,ES
cust_000447,2026-03-10,organic,DE
cust_000448,2026-04-20,affiliate,BR
cust_000449,2026-05-24,affiliate,BR
cust_000450,2026-05-25,paid_search,BR
cust_000451,2026-03-30,organic,BR
cust_000452,2026-05-21,organic,ES
cust_000453,2026-04-26,organic,BR
cust_000454,2026-01-31,affiliate,BR
cust_000455,2026-01-16,organic,US
cust_000456,2026-04-05,affiliate,PT
cust_000457,2026-02-11,affiliate,BR
cust_000458,2026-03-25,organic,US
cust_000459,2026-04-26,paid_search,US
cust_000460,2026-01-09,organic,ES
cust_000461,2026-01-11,organic,BR
cust_000462,2026-02-11,affiliate,DE
cust_000463,2026-02-26,organic,BR
cust_000464,2026-05-26,paid_search,BR
cust_000465,2026-04-14,affiliate,PT
cust_000466,2026-06-11,affiliate,BR
cust_000467,2026-03-19,social,BR
cust_000468,2026-01-04,paid_search,BR
cust_000469,2026-03-02,paid_search,US
cust_000470,2026-05-18,affiliate,BR
cust_000471,2026-03-20,organic,BR
cust_000472,2026-06-05,referral,PT
cust_000473,2026-05-14,social,BR
cust_000474,2026-06-13,organic,PT
cust_000475,2026-03-19,paid_search,BR
cust_000476,2026-03-02,affiliate,BR
cust_000477,2026-06-01,organic,PT
cust_000478,2026-01-23,paid_search,BR
cust_000479,2026-05-31,organic,US
cust_000480,2026-06-09,affiliate,BR
cust_000481,2026-01-20,organic,BR
cust_000482,2026-04-27,organic,DE
cust_000483,2026-01-15,organic,DE
cust_000484,2026-04-06,paid_search,US
cust_000485,2026-04-23,paid_search,ES
cust_000486,2026-04-20,affiliate,ES
cust_000487,2026-03-04,social,US
cust_000488,2026-01-30,paid_search,PT
cust_000489,2026-05-03,organic,BR
cust_000490,2026-01-11,paid_search,BR
cust_000491,2026-03-31,paid_search,BR
cust_000492,2026-06-11,organic,US
cust_000493,2026-06-16,organic,US
cust_000494,2026-03-16,paid_search,US
cust_000495,2026-06-03,affiliate,BR
cust_000496,2026-06-26,social,US
cust_000497,2026-03-04,affiliate,PT
cust_000498,2026-01-13,paid_search,DE
cust_000499,2026-06-12,organic,US
cust_000500,2026-04-08,affiliate,BR
cust_000501,2026-05-18,paid_search,PT
cust_000502,2026-04-12,affiliate,BR
cust_000503,2026-06-28,organic,PT
cust_000504,2026-03-07,affiliate,BR
cust_000505,2026-05-03,affiliate,BR
cust_000506,2026-01-19,paid_search,BR
cust_000507,2026-02-18,affiliate,US
cust_000508,2026-06-25,affiliate,BR
cust_000509,2026-01-16,paid_search,BR
cust_000510,2026-03-09,organic,US
cust_000511,2026-05-09,paid_search,US
cust_000512,2026-01-17,organic,BR
cust_000513,2026-06-03,organic,BR
cust_000514,2026-05-17,social,US
cust_000515,2026-05-14,social,BR
cust_000516,2026-05-11,paid_search,BR
cust_000517,2026-03-12,organic,ES
cust_000518,2026-03-08,referral,PT
cust_000519,2026-02-13,referral,BR
cust_000520,2026-02-27,social,BR
cust_000521,2026-05-30,paid_search,US
cust_000522,2026-04-13,organic,BR
cust_000523,2026-05-29,affiliate,US
cust_000524,2026-01-30,organic,DE
cust_000525,2026-05-30,affiliate,ES
cust_000526,2026-05-21,paid_search,PT
cust_000527,2026-05-12,affiliate,ES
cust_000528,2026-04-29,organic,US
cust_000529,2026-03-29,organic,BR
cust_000530,2026-06-07,affiliate,ES
cust_000531,2026-02-07,paid_search,ES
cust_000532,2026-03-27,paid_search,BR
cust_000533,2026-03-16,paid_search,PT
cust_000534,2026-02-01,social,DE
cust_000535,2026-01-27,social,BR
cust_000536,2026-04-04,social,US
cust_000537,2026-01-20,affiliate,PT
cust_000538,2026-01-25,organic,DE
cust_000539,2026-02-22,paid_search,PT
cust_000540,2026-06-11,paid_search,ES
cust_000541,2026-02-13,social,DE
cust_000542,2026-01-06,paid_search,BR
cust_000543,2026-03-14,organic,ES
cust_000544,2026-03-14,organic,BR
cust_000545,2026-01-20,social,US
cust_000546,2026-06-03,organic,BR
cust_000547,2026-06-28,social,US
cust_000548,2026-01-27,affiliate,PT
cust_000549,2026-04-30,organic,BR
cust_000550,2026-02-19,organic,BR
cust_000551,2026-05-22,affiliate,PT
cust_000552,2026-05-31,organic,BR
cust_000553,2026-01-10,organic,US
cust_000554,2026-05-01,paid_search,BR
cust_000555,2026-06-25,paid_search,PT
cust_000556,2026-05-03,paid_search,BR
cust_000557,2026-01-28,organic,BR
cust_000558,2026-03-10,organic,PT
cust_000559,2026-05-10,affiliate,PT
cust_000560,2026-03-12,organic,PT
cust_000561,2026-04-09,affiliate,PT
cust_000562,2026-01-04,paid_search,PT
cust_000563,2026-05-04,paid_search,BR
cust_000564,2026-05-26,organic,DE
cust_000565,2026-03-08,organic,US
cust_000566,2026-01-21,affiliate,US
cust_000567,2026-03-06,organic,BR
cust_000568,2026-03-07,social,BR
cust_000569,2026-06-01,affiliate,ES
cust_000570,2026-04-03,affiliate,DE
cust_000571,2026-01-13,affiliate,ES
cust_000572,2026-01-08,organic,BR
cust_000573,2026-02-08,social,BR
cust_000574,2026-03-02,paid_search,ES
cust_000575,2026-04-16,paid_search,BR
cust_000576,2026-05-06,organic,BR
cust_000577,2026-06-01,organic,US
cust_000578,2026-02-23,organic,BR
cust_000579,2026-06-22,paid_search,PT
cust_000580,2026-03-17,organic,BR
cust_000581,2026-05-15,paid_search,ES
cust_000582,2026-04-11,organic,BR
cust_000583,2026-03-24,organic,US
cust_000584,2026-06-09,organic,BR
cust_000585,2026-01-20,organic,US
cust_000586,2026-03-01,paid_search,US
cust_000587,2026-02-02,affiliate,BR
cust_000588,2026-01-09,affiliate,ES
cust_000589,2026-04-30,referral,BR
cust_000590,2026-06-03,referral,BR
cust_000591,2026-05-04,paid_search,PT
cust_000592,2026-05-26,affiliate,ES
cust_000593,2026-01-28,social,US
cust_000594,2026-03-27,organic,BR
cust_000595,2026-06-01,affiliate,BR
cust_000596,2026-04-21,organic,BR
cust_000597,2026-03-29,referral,BR
cust_000598,2026-05-29,organic,BR
cust_000599,2026-03-13,paid_search,US
cust_000600,2026-02-18,referral,BR
cust_000601,2026-02-06,paid_search,BR
cust_000602,2026-04-20,organic,DE
cust_000603,2026-05-17,paid_search,ES
cust_000604,2026-02-25,affiliate,ES
cust_000605,2026-02-08,organic,DE
cust_000606,2026-03-29,organic,US
cust_000607,2026-01-18,social,ES
cust_000608,2026-03-04,affiliate,US
cust_000609,2026-04-17,paid_search,DE
cust_000610,2026-06-15,organic,US
cust_000611,2026-05-16,affiliate,DE
cust_000612,2026-04-09,organic,ES
cust_000613,2026-06-03,organic,DE
cust_000614,2026-01-06,paid_search,US
cust_000615,2026-04-01,social,US
cust_000616,2026-04-29,social,BR
cust_000617,2026-03-19,referral,US
cust_000618,2026-04-13,paid_search,PT
cust_000619,2026-04-22,organic,ES
cust_000620,2026-05-05,organic,PT
cust_000621,2026-04-11,organic,DE
cust_000622,2026-06-01,paid_search,US
cust_000623,2026-05-30,referral,PT
cust_000624,2026-06-26,social,DE
cust_000625,2026-04-11,organic,BR
cust_000626,2026-03-04,referral,BR
cust_000627,2026-04-11,social,DE
cust_000628,2026-02-18,organic,ES
cust_000629,2026-02-23,organic,BR
cust_000630,2026-04-14,organic,US
cust_000631,2026-04-25,referral,BR
cust_000632,2026-05-08,affiliate,ES
cust_000633,2026-03-07,social,US
cust_000634,2026-06-10,social,BR
cust_000635,2026-05-05,affiliate,BR
cust_000636,2026-02-10,affiliate,PT
cust_000637,2026-05-05,organic,DE
cust_000638,2026-04-16,organic,ES
cust_000639,2026-04-04,organic,DE
cust_000640,2026-03-20,organic,BR
cust_000641,2026-01-12,organic,PT
cust_000642,2026-04-01,organic,US
cust_000643,2026-03-02,social,BR
cust_000644,2026-06-17,organic,BR
cust_000645,2026-05-28,paid_search,US
cust_000646,2026-03-03,organic,BR
cust_000647,2026-03-29,organic,BR
cust_000648,2026-02-26,referral,DE
cust_000649,2026-03-23,organic,DE
cust_000650,2026-02-01,social,ES
cust_000651,2026-05-21,organic,DE
cust_000652,2026-04-07,referral,PT
cust_000653,2026-06-20,organic,BR
cust_000654,2026-03-18,paid_search,ES
cust_000655,2026-02-11,paid_search,BR
cust_000656,2026-02-24,paid_search,DE
cust_000657,2026-05-08,affiliate,BR
cust_000658,2026-01-02,social,PT
cust_000659,2026-06-21,organic,BR
cust_000660,2026-03-20,paid_search,PT
cust_000661,2026-04-21,paid_search,BR
cust_000662,2026-02-26,organic,PT
cust_000663,2026-05-29,paid_search,DE
cust_000664,2026-05-02,affiliate,BR
cust_000665,2026-01-19,paid_search,DE
cust_000666,2026-03-07,paid_search,BR
cust_000667,2026-01-29,organic,PT
cust_000668,2026-04-08,organic,BR
cust_000669,2026-05-19,organic,PT
cust_000670,2026-03-30,organic,DE
cust_000671,2026-01-28,organic,US
cust_000672,2026-02-01,paid_search,US
cust_000673,2026-06-13,organic,BR
cust_000674,2026-06-10,paid_search,PT
cust_000675,2026-04-20,organic,DE
cust_000676,2026-03-13,organic,BR
cust_000677,2026-03-22,paid_search,DE
cust_000678,2026-05-21,social,US
cust_000679,2026-04-26,paid_search,ES
cust_000680,2026-06-02,referral,US
cust_000681,2026-02-14,affiliate,US
cust_000682,2026-02-03,paid_search,US
cust_000683,2026-05-31,social,BR
cust_000684,2026-05-13,organic,US
cust_000685,2026-05-17,organic,BR
cust_000686,2026-03-02,paid_search,PT
cust_000687,2026-02-09,paid_search,DE
cust_000688,2026-06-28,paid_search,DE
cust_000689,2026-05-22,organic,BR
cust_000690,2026-02-10,paid_search,ES
cust_000691,2026-04-03,paid_search,BR
cust_000692,2026-02-03,paid_search,PT
cust_000693,2026-04-17,paid_search,DE
cust_000694,2026-05-20,affiliate,DE
cust_000695,2026-02-21,affiliate,BR
cust_000696,2026-02-17,organic,BR
cust_000697,2026-02-27,affiliate,US
cust_000698,2026-05-15,affiliate,BR
cust_000699,2026-03-09,paid_search,ES
cust_000700,2026-05-21,organic,BR
cust_000701,2026-05-12,paid_search,DE
cust_000702,2026-03-18,social,ES
cust_000703,2026-06-06,organic,BR
cust_000704,2026-05-19,organic,ES
cust_000705,2026-05-08,organic,PT
cust_000706,2026-02-09,social,BR
cust_000707,2026-04-20,affiliate,BR
cust_000708,2026-04-30,affiliate,BR
cust_000709,2026-01-10,affiliate,PT
cust_000710,2026-05-04,organic,BR
cust_000711,2026-03-06,affiliate,BR
cust_000712,2026-05-30,organic,ES
